qstamp,measure,beat,measure_fraction,label,part,part_num,instrument
2.0,1,2.0,0.25,a,B.,14,B
6.0,1,4.0,0.75,a,T.,13,T
14.0,2,4.0,0.75,a,A.,12,A
18.0,3,2.0,0.25,a,S.,11,S
34.0,5,2.0,0.25,b,B.,14,B
38.0,5,4.0,0.75,b,T.,13,T
46.0,6,4.0,0.75,b,A.,12,A
50.0,7,2.0,0.25,b,S.,11,S
62.0,8,4.0,0.75,a,B.,14,B
66.0,9,2.0,0.25,a,T.,13,T
74.0,10,2.0,0.25,a,A.,12,A
78.0,10,4.0,0.75,a,S.,11,S
91.0,12,2.5,0.375,a,A.,12,A
96.0,13,1.0,0.0,a,T.,13,T
98.0,13,2.0,0.25,b,B.,14,B
112.0,15,1.0,0.0,a,A.,12,A
116.0,15,3.0,0.5,a,Tr. I,0,Tpt
122.0,16,2.0,0.25,a,T.,13,T
134.0,17,4.0,0.75,a,A.,12,A
138.0,18,2.0,0.25,a,B.,14,B
150.0,19,4.0,0.75,b,S.,11,S
158.0,20,4.0,0.75,b,A.,12,A
166.0,21,4.0,0.75,b,T.,13,T
174.0,22,4.0,0.75,b,B.,14,B
182.0,23,4.0,0.75,b,S.,11,S
194.0,25,2.0,0.25,a,A.,12,A
198.0,25,4.0,0.75,a,T.,13,T
206.0,26,4.0,0.75,a,Tr. I,0,Tpt
220.0,28,3.0,0.5,a,B.,14,B
226.0,29,2.0,0.25,a,T.,13,T
234.0,30,2.0,0.25,a,A.,12,A
238.0,30,4.0,0.75,a,S.,11,S
246.0,31,4.0,0.75,a,Tr. II,1,Tpt
250.0,32,2.0,0.25,a,Tr. I,0,Tpt
262.0,33,4.0,0.75,a,A.,12,A
266.0,34,2.0,0.25,a,T.,13,T
272.0,35,1.0,0.0,a,Tr. II,1,Tpt
276.0,35,3.0,0.5,a,B.,14,B
294.0,37,4.0,0.75,b,A.,12,A
298.0,38,2.0,0.25,b,S.,11,S
302.0,38,4.0,0.75,b,B.,14,B
314.0,40,2.0,0.25,b,A.,12,A
326.0,41,4.0,0.75,a,Tr. II,1,Tpt
330.0,42,2.0,0.25,a,Tr. I,0,Tpt
337.0,43,1.5,0.125,a,Tr. II,1,Tpt
340.5,43,3.25,0.5625,a,Tr. I,0,Tpt
342.5,43,4.25,0.8125,a,S.,11,S
353.0,45,1.5,0.125,a,Tr. I,0,Tpt
