qstamp,measure,beat,measure_fraction,label,part,part_num,instrument
0.0,1,1.0,0.0,a,Vln. II,21,Vln
12.0,5,1.0,0.0,a,Vln. I,20,Vln
24.0,9,1.0,0.0,a,Ob. 1,2,Ob
30.0,11,1.0,0.0,a,Fl. 1,0,Fl
49.0,17,1.6667,0.3333,b,Tr. 1,13,Tpt
61.0,21,1.6667,0.3333,b,Corno 1,9,Eng Hn
76.5,26,2.0,0.5,c,Fl. 1,0,Fl
91.0,31,1.6667,0.3333,b,Tr. 1,13,Tpt
102.0,35,1.0,0.0,a,Vln. I,20,Vln
112.0,38,1.6667,0.3333,b',Corno 1,9,Eng Hn
121.5,41,2.0,0.5,d,Fl. 1,0,Fl
148.0,50,1.6667,0.3333,b,Fl. 1,0,Fl
171.0,58,1.0,0.0,b',Ob. 1,2,Ob
171.0,58,1.0,0.0,b',Vln. I,20,Vln
174.0,59,1.0,0.0,b,Vln. I,20,Vln
189.0,64,1.0,0.0,b,Fl. 1,0,Fl
212.0,71,1.6667,0.3333,b,Corno 1,9,Eng Hn
218.0,73,1.6667,0.3333,e,Vln. II,21,Vln
224.0,75,1.6667,0.3333,e,Vln. I,20,Vln
236.0,79,1.6667,0.3333,e,Fl. 1,0,Fl
248.5,83,2.0,0.5,cad.,Tr. 1,13,Tpt
254.5,85,2.0,0.5,e,Vln. I,20,Vln
272.5,91,2.0,0.5,f,Tr. 1,13,Tpt
278.5,93,2.0,0.5,e,Vln. I,20,Vln
295.0,99,1.0,0.0,cad.,Cb.,24,Cb
298.0,100,1.0,0.0,g,Vln. I,20,Vln
308.0,103,1.6667,0.3333,b,Corno 1,9,Eng Hn
319.0,107,1.0,0.0,a,Vln. I,20,Vln
341.5,114,2.0,0.5,h,Cl. 1,4,Cl
359.0,120,1.6667,0.3333,b,Corno 1,9,Eng Hn
366.5,122,2.6667,0.8333,h,Cl. 1,4,Cl
385.75,129,1.5,0.25,i,Fl. 1,0,Fl
439.0,147,1.0,0.0,x,Ob. 1,2,Ob
439.0,147,1.0,0.0,cad.,Vc.,23,Vc
452.5,151,2.0,0.5,x,Fl. 1,0,Fl
463.0,155,1.0,0.0,x,Cl. 1,4,Cl
469.0,157,1.0,0.0,x,Vln. I,20,Vln
499.0,167,1.0,0.0,a,Vle.,22,Vla
521.0,174,1.6667,0.3333,b,Corno 1,9,Eng Hn
530.5,177,2.0,0.5,c,Fl. 1,0,Fl
548.0,183,1.6667,0.3333,c,Corno 2,10,Eng Hn
557.5,186,2.0,0.5,f,Tr. 1,13,Tpt
571.0,191,1.0,0.0,d,Ob. 1,2,Ob
578.5,193,2.0,0.5,a,Fl. 1,0,Fl
596.0,199,1.6667,0.3333,p,Corno 1,9,Eng Hn
599.0,200,1.6667,0.3333,p,Tbn. 1,15,T
602.0,201,1.6667,0.3333,p,Corno 1,9,Eng Hn
613.0,205,1.0,0.0,d,Fl. 1,0,Fl
620.0,207,1.6667,0.3333,c,B. Tbn.,17,BTrb
629.5,210,2.0,0.5,h,B. Tbn.,17,BTrb
635.5,212,2.0,0.5,i,Tbn. 1,15,T
638.5,213,2.0,0.5,a,Tr. 1,13,Tpt
643.0,215,1.0,0.0,a,Corno 1,9,Eng Hn
656.5,219,2.0,0.5,c,Cl. 1,4,Cl
661.0,221,1.0,0.0,c,Ob. 1,2,Ob
665.5,222,2.0,0.5,k,Vln. I,20,Vln
670.5,224,1.3333,0.1667,q,Fl. 1,0,Fl
673.0,225,1.0,0.0,c,Vln. I,20,Vln
686.0,229,1.6667,0.3333,c,Tr. 1,13,Tpt
695.0,232,1.6667,0.3333,k,Vln. I,20,Vln
716.5,239,2.0,0.5,x,Corno 1,9,Eng Hn
722.5,241,2.0,0.5,c,Ob. 1,2,Ob
725.5,242,2.0,0.5,c,Cl. 1,4,Cl
728.5,243,2.0,0.5,f,Corno 1,9,Eng Hn
769.0,257,1.0,0.0,r,Fag. 1,6,Bsn
800.5,267,2.0,0.5,a,Vln. I,20,Vln
835.0,279,1.0,0.0,c,Cl. 1,4,Cl
850.0,284,1.0,0.0,c,Tr. 1,13,Tpt
859.0,287,1.0,0.0,a,Vln. I,20,Vln
872.5,291,2.0,0.5,c,Fl. 1,0,Fl
884.5,295,2.0,0.5,n,Corno 1,9,Eng Hn
896.0,299,1.6667,0.3333,p,Tr. 1,13,Tpt
920.5,307,2.0,0.5,x,Ob. 1,2,Ob
926.5,309,2.0,0.5,x,Corno 1,9,Eng Hn
932.5,311,2.0,0.5,x,Cl. 1,4,Cl
956.5,319,2.0,0.5,x,Cl. 1,4,Cl
986.5,329,2.0,0.5,a,Vln. I,20,Vln
1001.0,334,1.6667,0.3333,c,Corno 1,9,Eng Hn
1010.5,337,2.0,0.5,e,Fl. 1,0,Fl
1025.0,342,1.6667,0.3333,c,Tr. 1,13,Tpt
1037.0,346,1.6667,0.3333,c,Fl. 1,0,Fl
1064.5,355,2.0,0.5,X,Fl. 1,0,Fl
1072.0,358,1.0,0.0,X,Tr. 1,13,Tpt
1101.0,367,1.6667,0.3333,c,Corno 1,9,Eng Hn
1113.0,371,1.6667,0.3333,g,Vln. I,20,Vln
1125.0,375,1.6667,0.3333,g,Fl. 1,0,Fl
1142.0,381,1.0,0.0,g,Fl. 1,0,Fl
1142.0,381,1.0,0.0,g,Vln. I,20,Vln
1160.0,387,1.0,0.0,X,Vln. I,20,Vln
1197.0,399,1.6667,0.3333,c,Corno 1,9,Eng Hn
1206.5,402,2.0,0.5,X,Cl. 1,4,Cl
1250.75,417,1.5,0.25,g,Fl. 1,0,Fl
1258.0,419,2.3333,0.6667,q,Cl. 1,4,Cl
1268.0,423,1.0,0.0,X,Vln. I,20,Vln
1298.0,433,1.0,0.0,X,Vln. I,20,Vln
1304.5,435,1.3333,0.1667,X,Ob. 1,2,Ob
1307.0,436,1.0,0.0,X,Cl. 1,4,Cl
1310.0,437,1.0,0.0,X,Vln. I,20,Vln
1316.0,439,1.0,0.0,g,Fl. 1,0,Fl
1328.0,443,1.0,0.0,g,Ob. 1,2,Ob
1340.0,447,1.0,0.0,X,Vln. I,20,Vln
1364.0,455,1.0,0.0,X,Vln. I,20,Vln
1368.5,456,2.0,0.5,X,Corno 1,9,Eng Hn
1380.0,460,1.6667,0.3333,X,Corno 3,11,Eng Hn
1383.0,461,1.6667,0.3333,X,Vc.,23,Vc
1401.5,467,2.0,0.5,c,Tr. 1,13,Tpt
1418.0,473,1.0,0.0,c,Fl. 1,0,Fl
1424.0,475,1.0,0.0,X,Vle.,22,Vla
1425.5,475,2.0,0.5,X,Tr. 1,13,Tpt
1448.75,483,1.5,0.25,X,Vln. I,20,Vln
1461.5,487,2.0,0.5,d,Fl. 1,0,Fl
1473.5,491,2.0,0.5,X,Vln. I,20,Vln
1497.5,499,2.0,0.5,X,Tr. 1,13,Tpt
1520.0,507,1.0,0.0,a,Fag. 1,6,Bsn
1526.0,509,1.0,0.0,a,Cl. 1,4,Cl
