qstamp,measure,beat,measure_fraction,label,part,part_num,instrument
0.0,1,1.0,0.0,a,Ob 1,2,Ob
41.0,14,3.0,0.6667,a,Fl 1,0,Fl
48.0,17,1.0,0.0,a,Ob 1,2,Ob
66.0,23,1.0,0.0,a,Ob 1,2,Ob
85.0,29,2.0,0.3333,a,Ob 1,2,Ob
91.0,31,2.0,0.3333,a,Fl 1,0,Fl
96.0,33,1.0,0.0,b,Vln 1,12,Vln
111.5,40,2.5,0.75,b,Fl 1,0,Fl
132.0,51,1.0,0.0,c,Vln 1,12,Vln
156.0,63,1.0,0.0,b,Vln 1,12,Vln
172.0,71,1.0,0.0,c,Vln 1,12,Vln
188.0,79,1.0,0.0,b,Vln 1,12,Vln
196.0,83,1.0,0.0,b,Fl 1,0,Fl
204.0,87,1.0,0.0,b,Vln 1,12,Vln
206.0,88,1.0,0.0,b,Vln 2,13,Vln
209.5,89,2.5,0.75,b,Vln 1,12,Vln
211.5,90,2.5,0.75,b,Fl 1,0,Fl
231.5,100,2.5,0.75,b,Vln 1,12,Vln
233.5,101,2.5,0.75,b,Vln 2,13,Vln
235.5,102,2.5,0.75,b,Vla,14,Vla
237.5,103,2.5,0.75,b,Vln 1,12,Vln
239.5,104,2.5,0.75,b,Vln 2,13,Vln
241.5,105,2.5,0.75,b,Vla,14,Vla
244.0,107,1.0,0.0,a,Ob 1,2,Ob
265.0,114,1.0,0.0,a,Vln 1,12,Vln
273.0,116,3.0,0.6667,a,Fl 1,0,Fl
285.0,120,3.0,0.6667,a,Hn 3,10,Hn
301.0,126,1.0,0.0,d,Vln 1,12,Vln
310.0,132,1.0,0.0,d,Cl 1,4,Cl
328.0,144,1.0,0.0,d,Vln 1,12,Vln
346.0,156,1.0,0.0,d,Cl 1,4,Cl
358.0,164,1.0,0.0,d,Vln 1,12,Vln
370.0,172,1.0,0.0,d,Vln 1,12,Vln
376.0,176,1.0,0.0,d,Fl 1,0,Fl
382.0,180,1.0,0.0,d,Vln 1,12,Vln
403.0,190,1.0,0.0,a,Fl 1,0,Fl
415.0,194,1.0,0.0,a,Vln 1,12,Vln
439.0,202,1.0,0.0,a,Ob 1,2,Ob
442.0,203,1.0,0.0,a,Vln 1,12,Vln
445.0,204,1.0,0.0,a,Ob 1,2,Ob
448.0,205,1.0,0.0,a,Vln 1,12,Vln
465.0,210,3.0,0.6667,a,Fl 1,0,Fl
481.0,216,1.0,0.0,a,Vln 1,12,Vln
490.0,219,1.0,0.0,a,Ob 1,2,Ob
509.0,225,2.0,0.3333,e,Vln 1,12,Vln
519.0,228,3.0,0.6667,e,Fl 1,0,Fl
532.5,233,1.5,0.1667,a,Vc,15,Vc
535.5,234,1.5,0.1667,a,Vla,14,Vla
540.0,235,3.0,0.6667,a,Fl 1,0,Fl
543.0,236,3.0,0.6667,a,Vln 1,12,Vln
550.0,239,1.0,0.0,a,Fl 1,0,Fl
